#Name 	 Z_Estimate 	 Err_down 	 Err_up
 rs1315 	 8.961030 	 0.301030 	 -0.301030 
 rs0048 	 8.437908 	 0.065390 	 0.163476 
 rs0049 	 7.358970 	 0.000000 	 0.294256 
 rs1316 	 8.601384 	 0.098085 	 0.228866 
 rs0050 	 8.568689 	 0.098085 	 0.163476 
 rs0051 	 8.503298 	 0.065390 	 0.065390 
 rs0052 	 8.307128 	 0.032695 	 0.000000 
 rs0053 	 8.634079 	 0.000000 	 0.000000 
 rs0054 	 8.339823 	 0.098085 	 0.065390 
 rs0055 	 8.961030 	 0.301030 	 -0.301030 
 rs0056 	 8.372518 	 0.032695 	 0.032695 
 rs0057 	 8.209043 	 0.032695 	 0.032695 
 rs1317 	 8.503298 	 0.098085 	 0.065390 
 rs0060 	 8.209043 	 0.000000 	 0.032695 
 rs1318 	 8.961030 	 0.301030 	 -0.301030 
 rs1319 	 8.862945 	 0.130780 	 0.098085 
 rs0062 	 8.961030 	 0.301030 	 -0.301030 
 rs0063 	 8.503298 	 0.032695 	 0.032695 
 rs0064 	 8.961030 	 0.301030 	 -0.301030 
 rs0065 	 8.437908 	 0.065390 	 0.065390 
 rs0066 	 8.307128 	 0.098085 	 0.130780 
 rs0068 	 8.405213 	 0.098085 	 0.130780 
 rs0070 	 8.372518 	 0.065390 	 0.098085 
 rs0074 	 8.535994 	 0.065390 	 0.065390 
 rs0077 	 8.961030 	 0.301030 	 -0.301030 
 rs0080 	 8.699469 	 0.032695 	 0.032695 
 rs0081 	 8.339823 	 0.065390 	 0.032695 
 rs0082 	 8.372518 	 0.065390 	 0.098085 
 rs0083 	 8.274433 	 0.032695 	 0.032695 
 rs0084 	 8.437908 	 0.065390 	 0.098085 
 rs0085 	 8.470603 	 0.065390 	 0.098085 
 rs0088 	 8.241738 	 0.000000 	 0.000000 
 rs0087 	 8.961030 	 0.301030 	 -0.301030 
 rs0089 	 8.961030 	 0.301030 	 -0.301030 
 rs0090 	 8.176347 	 0.000000 	 0.032695 
 rs0092 	 8.209043 	 0.000000 	 0.000000 
 rs0093 	 8.961030 	 0.301030 	 -0.301030 
 rs0094 	 8.961030 	 0.301030 	 -0.301030 
 rs0095 	 8.143652 	 0.032695 	 0.000000 
 rs0096 	 8.961030 	 0.301030 	 -0.301030 
 rs0097 	 8.961030 	 0.301030 	 -0.301030 
 rs0098 	 8.405213 	 0.032695 	 0.032695 
 rs0104 	 8.961030 	 0.301030 	 -0.301030 
 rs0105 	 8.437908 	 0.098085 	 0.065390 
 rs0107 	 8.961030 	 0.301030 	 -0.301030 
 rs0109 	 8.961030 	 0.301030 	 -0.301030 
 rs0111 	 8.372518 	 0.098085 	 0.065390 
 rs1321 	 8.339823 	 0.065390 	 0.065390 
 rs1322 	 8.372518 	 0.065390 	 0.163476 
 rs0113 	 8.961030 	 0.301030 	 -0.301030 
 rs0114 	 8.405213 	 0.032695 	 0.065390 
 rs0118 	 8.437908 	 0.065390 	 0.130780 
 rs0120 	 8.437908 	 0.032695 	 0.098085 
 rs0121 	 8.339823 	 0.000000 	 0.032695 
 rs0122 	 8.241738 	 0.032695 	 0.032695 
 rs0124 	 8.339823 	 0.065390 	 0.098085 
 rs0125 	 8.961030 	 0.301030 	 -0.301030 
 rs0126 	 8.405213 	 0.032695 	 0.032695 
 rs0127 	 8.961030 	 0.301030 	 -0.301030 
 rs0128 	 8.699469 	 0.196171 	 0.098085 
 rs0129 	 8.862945 	 0.065390 	 0.065390 
 rs0130 	 8.405213 	 0.065390 	 0.098085 
 rs0132 	 8.209043 	 0.098085 	 0.130780 
 rs0133 	 8.961030 	 0.301030 	 -0.301030 
 rs0134 	 8.961030 	 0.301030 	 -0.301030 
 rs0135 	 8.535994 	 0.098085 	 0.098085 
 rs0136 	 8.961030 	 0.301030 	 -0.301030 
 rs0137 	 8.961030 	 0.301030 	 -0.301030 
 rs0138 	 8.339823 	 0.065390 	 0.065390 
 rs0139 	 8.078262 	 0.032695 	 0.000000 
 rs0140 	 8.078262 	 0.000000 	 0.000000 
 rs0141 	 8.372518 	 0.032695 	 0.065390 
 rs0142 	 8.961030 	 0.301030 	 -0.301030 
 rs0143 	 8.961030 	 0.301030 	 -0.301030 
 rs0145 	 8.961030 	 0.301030 	 -0.301030 
 rs0146 	 8.961030 	 0.301030 	 -0.301030 
 rs0147 	 8.437908 	 0.065390 	 0.032695 
 rs0148 	 8.699469 	 0.130780 	 0.098085 
 rs0149 	 8.405213 	 0.065390 	 0.098085 
 rs1323 	 8.372518 	 0.065390 	 0.098085 
 rs1324 	 8.601384 	 0.032695 	 0.000000 
 rs0150 	 8.405213 	 0.065390 	 0.065390 
 rs0151 	 8.307128 	 0.032695 	 0.032695 
 rs0152 	 8.274433 	 0.032695 	 0.000000 
 rs0154 	 8.307128 	 0.098085 	 0.065390 
 rs1325 	 8.405213 	 0.032695 	 0.098085 
 rs0155 	 8.568689 	 0.065390 	 0.098085 
 rs0156 	 8.961030 	 0.301030 	 -0.301030 
 rs0159 	 8.961030 	 0.301030 	 -0.301030 
 rs0161 	 8.470603 	 0.130780 	 0.130780 
 rs0163 	 8.961030 	 0.301030 	 -0.301030 
 rs0165 	 8.372518 	 0.032695 	 0.098085 
 rs0166 	 8.339823 	 0.000000 	 0.000000 
 rs0167 	 8.209043 	 0.000000 	 0.032695 
 rs0168 	 8.176347 	 0.000000 	 0.032695 
 rs0170 	 8.307128 	 0.032695 	 0.032695 
 rs0171 	 8.372518 	 0.065390 	 0.065390 
 rs0172 	 8.437908 	 0.065390 	 0.098085 
 rs0173 	 8.339823 	 0.065390 	 0.032695 
 rs0174 	 8.372518 	 0.032695 	 0.065390 
 rs0175 	 8.961030 	 0.301030 	 -0.301030 
 rs0177 	 8.176347 	 0.032695 	 0.065390 
 rs0178 	 8.143652 	 0.000000 	 0.000000 
 rs0179 	 8.437908 	 0.065390 	 0.098085 
 rs0180 	 8.470603 	 0.065390 	 0.098085 
 rs0181 	 8.961030 	 0.301030 	 -0.301030 
 rs0182 	 8.535994 	 0.098085 	 0.196171 
 rs0183 	 8.961030 	 0.301030 	 -0.301030 
 rs0188 	 8.764859 	 0.228866 	 0.065390 
 rs0190 	 8.666774 	 0.032695 	 0.032695 
 rs0191 	 8.634079 	 0.032695 	 0.000000 
 rs0193 	 8.437908 	 0.065390 	 0.098085 
 rs0194 	 8.568689 	 0.032695 	 0.032695 
 rs0196 	 8.601384 	 0.032695 	 0.000000 
 rs0201 	 8.961030 	 0.301030 	 -0.301030 
 rs0202 	 8.503298 	 0.000000 	 0.032695 
 rs0203 	 8.961030 	 0.301030 	 -0.301030 
 rs0206 	 8.961030 	 0.301030 	 -0.301030 
 rs0209 	 8.405213 	 0.032695 	 0.032695 
 rs0210 	 8.405213 	 0.065390 	 0.065390 
 rs0211 	 8.961030 	 0.301030 	 -0.301030 
 rs0212 	 8.405213 	 0.065390 	 0.098085 
 rs0214 	 8.568689 	 0.065390 	 0.065390 
 rs0215 	 8.372518 	 0.065390 	 0.065390 
 rs0218 	 8.372518 	 0.032695 	 0.065390 
 rs0220 	 8.209043 	 0.032695 	 0.032695 
 rs0221 	 8.470603 	 0.065390 	 0.098085 
 rs0222 	 8.666774 	 0.065390 	 0.098085 
 rs0223 	 8.666774 	 0.065390 	 0.098085 
 rs0225 	 8.961030 	 0.301030 	 -0.301030 
 rs0226 	 8.961030 	 0.301030 	 -0.301030 
 rs0227 	 8.339823 	 0.000000 	 0.000000 
 rs0228 	 8.372518 	 0.065390 	 0.065390 
 rs0231 	 8.339823 	 0.032695 	 0.032695 
 rs1329 	 8.961030 	 0.301030 	 -0.301030 
 rs0236 	 8.372518 	 0.098085 	 0.065390 
 rs0237 	 8.961030 	 0.301030 	 -0.301030 
 rs0239 	 8.535994 	 0.032695 	 0.000000 
 rs0240 	 8.961030 	 0.301030 	 -0.301030 
 rs0241 	 8.961030 	 0.301030 	 -0.301030 
 rs0242 	 8.307128 	 0.000000 	 0.065390 
 rs0243 	 8.961030 	 0.301030 	 -0.301030 
 rs0244 	 8.961030 	 0.301030 	 -0.301030 
 rs0246 	 8.961030 	 0.301030 	 -0.301030 
 rs0247 	 8.078262 	 0.000000 	 0.032695 
 rs0250 	 8.961030 	 0.301030 	 -0.301030 
 rs0253 	 8.634079 	 0.032695 	 0.000000 
 rs0255 	 8.241738 	 0.000000 	 0.032695 
 rs0256 	 8.961030 	 0.301030 	 -0.301030 
 rs0257 	 8.405213 	 0.065390 	 0.098085 
 rs0259 	 8.961030 	 0.301030 	 -0.301030 
 rs0260 	 8.961030 	 0.301030 	 -0.301030 
 rs0261 	 8.961030 	 0.301030 	 -0.301030 
 rs0262 	 8.961030 	 0.301030 	 -0.301030 
 rs0263 	 8.503298 	 0.065390 	 0.098085 
 rs0264 	 8.961030 	 0.301030 	 -0.301030 
 rs0266 	 8.961030 	 0.301030 	 -0.301030 
 rs0267 	 8.961030 	 0.301030 	 -0.301030 
 rs0268 	 8.961030 	 0.301030 	 -0.301030 
 rs0269 	 8.307128 	 0.065390 	 0.032695 
 rs0270 	 8.830249 	 0.130780 	 0.065390 
 rs0272 	 8.405213 	 0.065390 	 0.065390 
 rs0273 	 8.405213 	 0.065390 	 0.065390 
 rs0274 	 8.405213 	 0.032695 	 0.032695 
 rs0275 	 8.372518 	 0.065390 	 0.065390 
 rs0276 	 8.339823 	 0.032695 	 0.032695 
 rs0277 	 8.372518 	 0.065390 	 0.098085 
 rs1330 	 8.405213 	 0.065390 	 0.098085 
 rs0280 	 8.535994 	 0.098085 	 0.228866 
 rs0282 	 8.961030 	 0.301030 	 -0.301030 
 rs0283 	 8.470603 	 0.065390 	 0.065390 
 rs0285 	 8.209043 	 0.032695 	 0.000000 
 rs0289 	 8.470603 	 0.065390 	 0.065390 
 rs0290 	 8.372518 	 0.098085 	 0.098085 
 rs0291 	 8.241738 	 0.065390 	 0.130780 
 rs0292 	 8.241738 	 0.032695 	 0.000000 
 rs0297 	 8.339823 	 0.032695 	 0.065390 
 rs0302 	 8.078262 	 0.032695 	 0.000000 
 rs0303 	 8.307128 	 0.130780 	 0.098085 
 rs0306 	 8.961030 	 0.301030 	 -0.301030 
 rs0308 	 8.405213 	 0.065390 	 0.392341 
 rs0310 	 8.797554 	 0.163476 	 0.163476 
 rs1331 	 8.405213 	 0.065390 	 0.065390 
 rs0313 	 8.961030 	 0.301030 	 -0.301030 
 rs0314 	 8.372518 	 0.065390 	 0.032695 
 rs0315 	 8.503298 	 0.032695 	 0.032695 
 rs0316 	 8.961030 	 0.301030 	 -0.301030 
 rs0318 	 8.241738 	 0.065390 	 0.065390 
 rs0320 	 8.961030 	 0.301030 	 -0.301030 
 rs0323 	 8.405213 	 0.032695 	 0.032695 
 rs0328 	 8.437908 	 0.065390 	 0.098085 
 rs0331 	 8.437908 	 0.065390 	 0.032695 
 rs0334 	 8.961030 	 0.301030 	 -0.301030 
 rs0336 	 8.405213 	 0.065390 	 0.098085 
 rs0337 	 8.961030 	 0.301030 	 -0.301030 
 rs0339 	 8.961030 	 0.301030 	 -0.301030 
 rs0340 	 8.437908 	 0.032695 	 0.098085 
 rs0341 	 8.241738 	 0.032695 	 0.000000 
 rs0342 	 8.241738 	 0.065390 	 0.065390 
 rs0343 	 8.209043 	 0.000000 	 0.032695 
 rs0344 	 8.241738 	 0.000000 	 0.000000 
 rs0345 	 8.209043 	 0.032695 	 0.032695 
 rs0346 	 8.307128 	 0.065390 	 0.098085 
 rs0348 	 8.078262 	 0.000000 	 0.000000 
 rs0349 	 8.110957 	 0.000000 	 0.032695 
 rs0350 	 8.961030 	 0.301030 	 -0.301030 
 rs0351 	 8.666774 	 0.032695 	 0.032695 
 rs0354 	 8.209043 	 0.032695 	 0.000000 
 rs0356 	 8.699469 	 0.065390 	 0.032695 
 rs0358 	 8.961030 	 0.301030 	 -0.301030 
 rs0362 	 8.830249 	 0.098085 	 0.098085 
 rs0363 	 8.339823 	 0.065390 	 0.130780 
 rs0364 	 8.307128 	 0.032695 	 0.065390 
 rs0365 	 8.372518 	 0.098085 	 0.098085 
 rs0371 	 8.601384 	 0.098085 	 0.098085 
 rs0372 	 8.274433 	 0.065390 	 0.065390 
 rs0373 	 8.961030 	 0.301030 	 -0.301030 
 rs0374 	 8.307128 	 0.098085 	 0.098085 
 rs0376 	 8.470603 	 0.098085 	 0.130780 
 rs0377 	 8.372518 	 0.065390 	 0.098085 
 rs0378 	 8.503298 	 0.032695 	 0.032695 
 rs0380 	 8.961030 	 0.301030 	 -0.301030 
 rs0381 	 8.372518 	 0.065390 	 0.065390 
 rs0382 	 8.568689 	 0.032695 	 0.065390 
 rs0384 	 8.372518 	 0.032695 	 0.098085 
 rs0386 	 8.241738 	 0.032695 	 0.000000 
 rs0388 	 8.372518 	 0.065390 	 0.065390 
 rs0389 	 8.241738 	 0.032695 	 0.032695 
 rs0390 	 8.961030 	 0.301030 	 -0.301030 
 rs0391 	 8.470603 	 0.098085 	 0.098085 
 rs0392 	 8.110957 	 0.000000 	 0.000000 
 rs0393 	 8.405213 	 0.032695 	 0.032695 
 rs0394 	 8.143652 	 0.000000 	 0.032695 
 rs0396 	 8.601384 	 0.000000 	 0.000000 
 rs0404 	 8.143652 	 0.032695 	 0.032695 
 rs0405 	 8.961030 	 0.301030 	 -0.301030 
 rs0406 	 8.405213 	 0.000000 	 0.032695 
 rs0408 	 8.176347 	 0.000000 	 0.000000 
 rs0409 	 8.470603 	 0.065390 	 0.098085 
 rs0411 	 8.241738 	 0.000000 	 0.032695 
 rs1332 	 8.307128 	 0.065390 	 0.098085 
 rs0415 	 8.078262 	 0.032695 	 0.000000 
 rs0416 	 8.241738 	 0.032695 	 0.032695 
 rs0418 	 8.339823 	 0.032695 	 0.065390 
 rs0419 	 8.961030 	 0.301030 	 -0.301030 
 rs0420 	 8.961030 	 0.301030 	 -0.301030 
 rs0421 	 8.274433 	 0.065390 	 0.032695 
 rs0422 	 8.176347 	 0.032695 	 0.032695 
 rs0424 	 8.241738 	 0.000000 	 0.000000 
 rs0425 	 8.961030 	 0.301030 	 -0.301030 
 rs0427 	 8.405213 	 0.065390 	 0.065390 
 rs0428 	 8.470603 	 0.098085 	 0.098085 
 rs0429 	 8.339823 	 0.032695 	 0.065390 
 rs0430 	 8.274433 	 0.032695 	 0.065390 
 rs0432 	 7.980177 	 0.000000 	 0.032695 
 rs0433 	 8.470603 	 0.098085 	 0.130780 
 rs0434 	 8.274433 	 0.032695 	 0.065390 
 rs0435 	 8.405213 	 0.098085 	 0.098085 
 rs0437 	 8.143652 	 0.000000 	 0.000000 
 rs0440 	 8.961030 	 0.301030 	 -0.301030 
 rs0442 	 8.307128 	 0.032695 	 0.065390 
 rs0444 	 8.961030 	 0.301030 	 -0.301030 
 rs0446 	 8.568689 	 0.000000 	 0.032695 
 rs1333 	 8.568689 	 0.000000 	 0.032695 
 rs1336 	 8.961030 	 0.301030 	 -0.301030 
 rs0448 	 8.274433 	 0.032695 	 0.032695 
 rs0449 	 8.535994 	 0.065390 	 0.065390 
 rs0450 	 8.961030 	 0.301030 	 -0.301030 
 rs0451 	 8.961030 	 0.301030 	 -0.301030 
 rs0452 	 8.961030 	 0.301030 	 -0.301030 
 rs0453 	 8.961030 	 0.301030 	 -0.301030 
 rs0454 	 8.470603 	 0.065390 	 0.098085 
 rs0456 	 8.437908 	 0.065390 	 0.065390 
 rs0457 	 8.078262 	 0.032695 	 0.000000 
 rs0460 	 8.274433 	 0.032695 	 0.032695 
 rs0463 	 8.110957 	 0.000000 	 0.000000 
 rs0466 	 8.568689 	 0.032695 	 0.065390 
 rs0467 	 8.372518 	 0.098085 	 0.098085 
 rs0468 	 8.961030 	 0.301030 	 -0.301030 
 rs0469 	 8.307128 	 0.032695 	 0.065390 
 rs0470 	 8.307128 	 0.130780 	 0.098085 
 rs0472 	 8.176347 	 0.032695 	 0.000000 
 rs0473 	 8.176347 	 0.032695 	 0.032695 
 rs0476 	 8.535994 	 0.098085 	 0.163476 
 rs0477 	 8.078262 	 0.000000 	 0.032695 
 rs0480 	 8.405213 	 0.065390 	 0.065390 
 rs0484 	 8.274433 	 0.065390 	 0.065390 
 rs0485 	 8.241738 	 0.032695 	 0.000000 
 rs0493 	 8.961030 	 0.301030 	 -0.301030 
 rs0495 	 8.405213 	 0.098085 	 0.065390 
 rs0496 	 8.470603 	 0.065390 	 0.098085 
 rs0497 	 8.176347 	 0.032695 	 0.032695 
 rs0498 	 8.732164 	 0.065390 	 0.098085 
 rs0501 	 8.339823 	 0.065390 	 0.065390 
 rs0503 	 8.961030 	 0.301030 	 -0.301030 
 rs0505 	 8.961030 	 0.301030 	 -0.301030 
 rs0508 	 8.372518 	 0.065390 	 0.065390 
 rs0513 	 8.078262 	 0.000000 	 0.000000 
